Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
14/08/2025,agosto ,2025,Ação externa,Desenvolvimento interno,Foi organizado pela regional nossa primeira noite de volêi com o intuito de integrar mais os participantes e desontrair um pouco,CREA Jr,8,Presencial,Santa Catarina,8.0,2025-08-14
04/08/2025,agosto ,2025,Ação externa,Palestras,Palestra CREAjr para os acadêmicos de Engenharia de Petróleo da Universidade do Estado de Santa Catarina - UDESC Balneário Camboriú,IES,2,Presencial,Santa Catarina,2.0,2025-08-04
12/08/2025,agosto ,2025,Ação externa,Evento,Participação da Logistique - Evento patrocinado pelo CREA-SC e com palestra da Presidência do CREA-SC,CREA,4,Presencial,Santa Catarina,4.0,2025-08-12
19/08/2025,agosto ,2025,Ação externa,Reunião,Reunião de Agosto da Inspetoria de Itajaí,CREA,2,Presencial,Santa Catarina,2.0,2025-08-19
26/08/2025,agosto ,2025,Ação externa,Semana de engenharia,Participação do VII Simpósio de Ciência e Tecnologia Ambiental 2025,IES,5,Presencial,Santa Catarina,5.0,2025-08-26
27/08/2025,agosto ,2025,Ação externa,Evento,Participação em Evento: Coleção Ímago: Uma nova era em pisos intertravados e pisos permeáveis - Divulgação no INstagram,Empresa,2,Presencial,Santa Catarina,2.0,2025-08-27
21/08/2025,agosto ,2025,Ação externa,Palestras,Palestra sobre o CREAjr realizada pelo Time de Projetos Regional na Universidade UNINTER Itajaí,IES,2,Online,Santa Catarina,2.0,2025-08-21
22/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião com o Coordenador de Curso Técnico em Segurança do Trabalho da Escola de Educação Básica Adelaide Konder, na ocasião a coordenação regional e o time de projetos alinhou um apoio ao evento que ocorrerá nos dias 27 e 28 de novembro na instituição, com participação do CREA-SC",IES,3,Online,Santa Catarina,3.0,2025-08-22
13/08/2025,agosto ,2025,Ação externa,Palestras,"Live sobre Oratória - ministrado pela Comunicadora Eduarda Rodrigues, a live foi realizada pelo Instagram da regional e contou com a mediação do time de projetos da regional - Live Salva no Instagram",Empresa,2,Online,Santa Catarina,2.0,2025-08-13
30/08/2025,agosto ,2025,Ação externa,Parceria,"Parceria Firmada com a AREA IT (Entidade de Classe), com a participação da regional do CREAjr nos próximos eventos desenvolvidos pela associação, além disso, a divulgação desses eventos será realizada de maneira unificada entre os perfis de instagram da associação e do programa - Divulgação no Instagram",Empresa,2,Presencial,Santa Catarina,2.0,2025-08-30
29/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com a Gerência do CREDCREA Balneário Camboriú - Alinhamento sobre a participação em eventos regionais do programa e sobre o Mutirão CREAjr de abertura de contas na cooperativa (programado para realização),Parceria,2,Online,Santa Catarina,2.0,2025-08-29
27/08/2025,agosto ,2025,Ação externa,Reunião,"Participação no Evento ""Conexão Politécnica"" patrocinado pelo CREA-SC, com falas e palestra do Presidente Kita Xavier e do Head de Inovação, Ruan Bittencourt",CREA,3,Presencial,Santa Catarina,3.0,2025-08-27
09/08/2025,agosto ,2025,Ação externa,Visita técnica,"Realizamos uma visita técnica ao Museu WEG, explorando a história da empresa e conhecendo de perto seus produtos e inovações.",Empresa,6,Presencial,Santa Catarina,6.0,2025-08-09
09/08/2025,agosto ,2025,Ação externa,Workshop,"Realizamos um workshop sobre apresentações de impacto, com foco em técnicas de oratória, recursos de comunicação e insights práticos para melhorar a performance em público.",IES,2,Presencial,Santa Catarina,2.0,2025-08-09
23/08/2025,agosto ,2025,Ação externa,Ação social,"Junto à equipe de voluntários da WEG e ao Núcleo de Voluntariado de Jaraguá do Sul, promovemos um mutirão de limpeza nos trilhos do trem. Foram percorridos 2,5 km e recolhidos mais de 100 kg de resíduos.",Empresa,2,Presencial,Santa Catarina,2.0,2025-08-23
20/08/2025,agosto ,2025,Ação externa,Reunião,"Encontro com os interessados em participar do programa, entre eles Paulo e Élber, para apresentar a proposta e alinhar expectativas.",CREA Jr,2,Online,Santa Catarina,2.0,2025-08-20
28/08/2025,agosto ,2025,Ação interna,Reunião,Reunião com o Coordenador Gerson para tratar dos detalhes e alinhamentos referentes ao Congresso em Chapecó.,CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-28
15/08/2025,agosto ,2025,Ação externa,Reunião,"Participamos da reunião da Câmara de Engenharia Mecânica no CREA, uma oportunidade valiosa para compreender melhor os processos da instituição e ampliar a conexão com a área. Além disso, realizamos a associação à ABMEC, fortalecendo nosso vínculo com a entidade de classe.",CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-15
14/08/2025,agosto ,2025,Ação externa,Visita técnica,"Realizamos uma visita à sede do CREDCREA, onde conhecemos de perto a estrutura da instituição e participamos de palestras inspiradoras com o presidente e o CEO do banco, ampliando nossa visão sobre o papel da cooperativa no apoio aos engenheiros.",CREA,2,Presencial,Santa Catarina,2.0,2025-08-14
07/08/2025,agosto ,2025,Ação interna,Reunião,Reuniao com Rodrigo para parceria em simposio das engenharias da unoesc,CREA Jr,2,Online,Santa Catarina,2.0,2025-08-07
07/08/2025,agosto ,2025,Ação externa,Reunião,Reuniao com coordenação de curso para parceria em simposio,IES,3,Presencial,Santa Catarina,3.0,2025-08-07
08/08/2025,agosto ,2025,Ação externa,Ação social,Entrega de alimentos arrecadados em cursos em parceria com EC para o hospital Sao Roque de Luzerna,Beneficente,5,Presencial,Santa Catarina,5.0,2025-08-08
20/08/2025,agosto ,2025,Ação externa,Reunião,Reuniao com coordenacao de curso para discutir sobre parcerias para o congresso em Chapecó,IES,2,Presencial,Santa Catarina,2.0,2025-08-20
30/08/2025,agosto ,2025,Ação externa,Evento,"Encontro Macro Regional, realizado em Lages, na Associação dos engenheiros de Lages.",CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-30
06/08/2025,agosto ,2025,Ação externa,Ação social,Entrega das doações que foram arrecadadas.,Beneficente,2,Presencial,Santa Catarina,2.0,2025-08-06
09/08/2025,agosto ,2025,Ação externa,Workshop,Participação do Workshop sobre Apresentação de Impacto.,CREA,4,Presencial,Santa Catarina,4.0,2025-08-09
15/08/2025,agosto ,2025,Ação externa,Evento,"Participação dos membros da Kosmos Rocketry (UFSC Joinville) e da PET Engenharia Elétrica (UDESC CCT Joinville), ambas as equipes membros do CREA Jr que estiveram representando o CREA Jr no Evento Floripa Rural. Além disso, as coordenadoras da regional de Joinville também estiveram presentes nesse dia para prestigiar o evento e todos os acadêmicos.",IES,7,Presencial,Santa Catarina,7.0,2025-08-15
16/08/2025,agosto ,2025,Ação externa,Evento,"2º dia de Participação dos membros da Kosmos Rocketry (UFSC Joinville) e da PET Engenharia Elétrica (UDESC CCT Joinville), ambas as equipes membros do CREA Jr que estiveram representando o CREA Jr no Evento Floripa Rural.",IES,7,Presencial,Santa Catarina,7.0,2025-08-16
20/08/2025,agosto ,2025,Ação externa,Reunião,Reunião de Inspetoria.,CREA,2,Presencial,Santa Catarina,2.0,2025-08-20
21/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com CA de Agronomia do IFC Campus Araquari para alinharmos os preparativos para a semana acadêmica.,IES,9,Online,Santa Catarina,9.0,2025-08-21
22/08/2025,agosto ,2025,Ação externa,Reunião,Reunião com CREDCREA de Joinville.,Empresa,3,Presencial,Santa Catarina,3.0,2025-08-22
23/08/2025,agosto ,2025,Ação externa,Evento,Participação na 1ª Edição do evento IFC de portas abertas.,IES,5,Presencial,Santa Catarina,5.0,2025-08-23
25/08/2025,agosto ,2025,Ação externa,Palestras,"CREA Jr participando do ciclo de palestras CEAJ 2025 com o tema sobre o Papel da Engenharia na Sustentabilidade Ambiental, ética, econômica e social, ministrada pelo Eng. Civil e Seg. Trab. Paulo Roberto de Oliveira.",IES,2,Presencial,Santa Catarina,2.0,2025-08-25
25/08/2025,agosto ,2025,Ação interna,Processo seletivo,Início do Processo Seletivo para captar novos membros para o CREA Jr Joinville.,CREA Jr,2,Presencial,Santa Catarina,2.0,2025-08-25
29/08/2025,agosto ,2025,Ação externa,Evento,Evento CTJ BAJA,Empresa,2,Presencial,Santa Catarina,2.0,2025-08-29
05/08/2025,agosto ,2025,Ação externa,Evento,"O Agroleite 2025, promovido pela Cooperativa Castrolanda, ocorreu de 5 a 8 de agosto em Castro-PR e marcou a 25ª edição do evento, consolidado como a maior vitrine tecnológica da cadeia do leite na América Latina. Reuniu cerca de 360 expositores e recebeu aproximadamente 160 mil visitantes em quatro dias de programação, que contou com a Trilha do Leite, torneios e julgamentos de raças, palestras, dinâmicas de máquinas agrícolas e leilões virtuais. Com R$ 12 milhões investidos em infraestrutura e movimentando cerca de R$ 500 milhões em negócios, o Agroleite 2025 destacou-se pela inovação, pela contribuição educacional e pelo forte impacto econômico regional.",Empresa,2,Presencial,Santa Catarina,2.0,2025-08-05
03/08/2025,agosto ,2025,Ação interna,Reunião,"A reunião teve como tópico a organização do Encontro MacroRegional, sendo assim, a organização do evento. dentro da reunião falamos sobre tais tópicos: - Local; - Horário, - Transporte, - Divulgação. Entre outros pontos de extrema importância para ocorrer o evento.",CREA Jr,2,Online,Santa Catarina,2.0,2025-08-03
09/08/2025,agosto ,2025,Ação externa,Palestras,"A live abordava sobre como a oratória interfere para nós, estudantes e futuros Engenheiros. Comenta sobre o modo correto de falar, agir nas situções.",Empresa,2,Online,Santa Catarina,2.0,2025-08-09
14/08/2025,agosto ,2025,Ação externa,Visita técnica,"O estágio visita ocorreu nos dias 14 e 15 de agosto (quinta e sexta), no estágio visita foram abordados diversos pontos da engenharia e como funciona o sistema. Sendo eles ética profissional, como funciona CONFEA, MÚTUA e CREA, as câmaras, como ocorre os processos dentro das câmaras e a fiscalização do CREA. Foram feitas visitas tanto da parte da fiscalização (visitas em pedreiras, construções, entre outros) e nas cãmaras (civil, química, agronomia, todas as câmaras). Dentro das câmaras foram mostrados os processos, explicado como funciona dentro e fora da câmara e conversas sobre como os cursos de Engenharia estão nos dias atuais.",CREA,2,Presencial,Santa Catarina,2.0,2025-08-14
04/08/2025,agosto ,2025,Ação externa,Palestras,"Foram feitas duas palestra sobre ART Jr na UNIASSELVI em Rio do Sul, foi ministrada pelo Engenheiro Eletricista e de Segurança do Trabalho Pablo Tavares, ele ensinou ao pessoal como emitir uma ART do início ao fim, explicou a função de cada item a ser preenchido e esclareceu as dúvidas do pessoal.",IES,2,Presencial,Santa Catarina,2.0,2025-08-04
18/08/2025,agosto ,2025,Ação externa,Reunião,"Na reunião com o coordenador da Agronomia do IFC, foi abordado temas em como levar o CREA Jr para o campus, palestra de calouros e em quais datas poderia ser feita. Questões de eventos, que o CREA Jr poderia participar, auxiliar.",IES,2,Presencial,Santa Catarina,2.0,2025-08-18
20/08/2025,agosto ,2025,Ação externa,Reunião,"Na reunião com o professor, foi conversado em como atrair membros para Regional, projetos que o CREA Jr pode participar junto, eventos para adicionar o CREA Jr, datas de palestras.",IES,2,Presencial,Santa Catarina,2.0,2025-08-20
19/08/2025,agosto ,2025,Ação externa,Reunião,"Entramos em contato via e-mail com a Epagri para fazer uma visita técnica a área experimental em Ituporanga, conhecer cultivos de cebola e hortaliças, ver técnicas de plantio direto (SPDH). visitar laboratórios de análise de solo, observar novas variedades e tecnologias, conversar com pesquisadores e técnicos.",Empresa,2,Online,Santa Catarina,2.0,2025-08-19
19/08/2025,agosto ,2025,Ação externa,Reunião,"Contato com a empresa Fonza para visita técnica. A qual iria proporcionar aos estudantes: Vivência prática em engenharia civil, produção e ambiental. Observação de produção automatizada, controle de qualidade e sustentabilidade. Aplicação real dos conteúdos aprendidos em sala.",Empresa,1,Online,Santa Catarina,1.0,2025-08-19
21/08/2025,agosto ,2025,Ação externa,Reunião,"Foi entrado em contato com a Expointer para fazer uma Excursão com os estudantes de Engenharia Agronômica e membros do CREA Jr da Regional de Rio do Sul. A escursão conta com mais de 60 alunos e todos, sendo cadastrados no site do CREA Jr -SC. A excursão serve para que nós, estudantes, tenhamos contato com as novas técnologias do mundo da pecuária. Pois, o contato com as tecnologias e novidades do mercado é de extrema importância.",Empresa,1,Online,Santa Catarina,1.0,2025-08-21
21/08/2025,agosto ,2025,Ação externa,Palestras,"Participação em Palestra sobre Engenheiros Agronômos. A palestra serviu para que os futuros Engenheiros Agrônomos tenham uma base de como funciona a vida pós formados, como funciona o mercado, o trabalho. na palestra, conversamos sobre o que é ser Agronômo, ser um bom profissional e ainda assim, ter uma vida e sonhos.",IES,2,Presencial,Santa Catarina,2.0,2025-08-21
15/08/2025,agosto ,2025,Ação externa,Evento,No dia 15/08/2025 estivemos presentes no Floripa Rural,Empresa,1,Presencial,Santa Catarina,1.0,2025-08-15
20/08/2025,agosto ,2025,Ação externa,Reunião,Foram feitos cerca de 4 orçamentos com empresas diferentes para Excursão para Expointer - Esteio/RS saindo de Rio do Sul/SC,Empresa,5,Online,Santa Catarina,5.0,2025-08-20
24/08/2025,agosto ,2025,Ação externa,Reunião,"Na reunião foram abordados os pontos sobre o Encontro Macrorregional Conexão Central, sobre o que cada organizador tinha que fazer, o que deveria levar e o que ficaria responsável. Isso tudo pensado para que não ocorrece problemas, ou melhor, que ocorrece o menor número possível de erros/problemas de comunicação.",CREA,2,Online,Santa Catarina,2.0,2025-08-24
28/08/2025,agosto ,2025,Ação externa,Palestras,"Participação em palestra Receita Federal - ""Função Socioeconômica dos Tributos"". A qual foi ministrada pelo Delegado Adjunto da Receita Federal Marcelo Stoiani e o Analista - Tributário Kelcio Goederl. A palestra foi de extrema importância, pois, conscientizou os estudantes de Agronomia sobre como a Receita Federal funciona, porque ela é importante e também falou sobre a questão dos agrotóxicos.",Empresa,1,Presencial,Santa Catarina,1.0,2025-08-28
27/08/2025,agosto ,2025,Ação externa,Reunião,Foi entrado em contato com o CREA SC para ver a possibilidade de viabilizarem um Onibus para participantes do CREA Jr e estudantes de Eng. Agronômica irem para Expointer em Esteio/RS.,CREA,2,Online,Santa Catarina,2.0,2025-08-27
11/08/2025,agosto ,2025,Ação externa,Reunião,"Reunião da Inspetoria, foi falado sobre o CREA Summit, cada um compartilhou um pouco sobre o que mais gostou do evento, foi descutida a situação da educação superior na região, como trazer mais alunos pras universidades e engajá-los com o mercado de trabalho.",CREA,2,Presencial,Santa Catarina,2.0,2025-08-11
11/08/2025,agosto ,2025,Ação externa,Reunião,"A reunião da AEAVI aconteceu logo após a reunião da inspetoria, nós discutimos sobre a nossa engecopa que será organizada pelo CREA Jr de Rio do sul, fizemos o convite a eles e pedimos patrocínio para o local e a premiação, a entidade vai contribuir com o nosso evento.",Entidades de classe,2,Presencial,Santa Catarina,2.0,2025-08-11
